15,-73.8613967896,40.8333625793,1.41463414634,5
50,-73.9214859009,40.8676567078,1.8976744186,5
59,-73.9393615723,40.8484382629,600.0,8
74,-73.9103240967,40.8546180725,0.75,5
79,-73.8907546997,40.8621101379,1.55481727575,5
84,-73.889503479,40.8607330322,1.22755741127,5
92,-73.8801345825,40.8208045959,43.6363636364,5
93,-73.9103240967,40.8546180725,-0.75,5
105,-73.9134979248,40.8393707275,1.31707317073,5
107,-73.9165115356,40.8495788574,1.69506726457,5
207,-73.9004364014,40.8221206665,1.34457831325,5
232,-73.9149246216,40.8444519043,1.23262839879,5
262,-73.8907241821,40.8614654541,2.12,5
288,-73.9269943237,40.8655738831,1.88901734104,5
308,-73.9009246826,40.8479804993,2.45189189189,5
325,-73.90990448,40.8745880127,1.9818815331,5
339,-73.8852539062,40.8795089722,1.55172413793,5
380,-73.9187240601,40.8713531494,300.0,8
381,-73.8673706055,40.8672981262,1.12871287129,5
451,-73.9193115234,40.8382453918,1.1615720524,5
465,-73.8842926025,40.858127594,1.64811490126,5
478,-73.8694992065,40.8333702087,1.35542168675,5
503,-73.86769104,40.8563423157,1.632,5
542,-73.9199829102,40.8681221008,1.64429530201,5
544,-73.8918533325,40.8302879333,1.8417167382,5
607,-73.9089050293,40.8240776062,2.2572972973,5
673,-73.8909378052,40.8613395691,1.21832061069,5
692,-73.916557312,40.8508682251,10.5405405405,5
709,-73.9200286865,40.8659706116,1.39419087137,5
710,-73.8799743652,40.8403091431,1.61428571429,5
717,-73.9188537598,40.8684768677,2.42016806723,5
740,-73.889793396,40.8498268127,324.0,8
742,-73.8432617188,40.8394241333,15.2,5
808,-73.9175796509,40.8488121033,1.4688,5
837,-73.9094238281,40.8196105957,1.22183708839,5
882,-73.9047622681,40.8789138794,1.8125,5
886,-73.9058685303,40.8308372498,1.72440944882,5
891,-73.892616272,40.8603401184,2.17563739377,5
907,-73.8744354248,40.8291625977,1.83272727273,5
918,-73.924911499,40.86195755,1.57731958763,5
925,-73.9191589355,40.8645057678,2.01360544218,5
929,-73.9068984985,40.8259277344,4.8679245283,5
967,-73.9090042114,40.8517532349,1.42568807339,5
973,-73.9096221924,40.8744125366,1.80310880829,5
978,-73.9048995972,40.8754348755,1.36622390892,5
1010,-73.9228973389,40.8672943115,1.36813186813,5
1012,-73.9263458252,40.865814209,1.14285714286,5
1019,-73.9016571045,40.8622360229,1.4313253012,5
1040,-73.9213256836,40.8404769897,1.63671128107,5
1068,-73.882774353,40.8578262329,0.0,5
1136,-73.860710144,40.8334960938,1.30588235294,5
1155,-73.8608551025,40.8336105347,1.9875,5
1175,-73.8608856201,40.8335456848,1.36,5
1195,-73.8609085083,40.8335037231,2.36228571429,5
1243,-73.8653259277,40.8426437378,105.0,5
1256,-73.8605957031,40.8334732056,1.8219895288,5
1274,-73.9144134521,40.8229408264,1.50553505535,5
1305,-73.8640365601,40.8404159546,46.5882352941,5
1361,-73.8716430664,40.8627052307,2.23684210526,5
1415,-73.8610305786,40.8337974548,1.34128166915,5
1424,-73.8911437988,40.8616867065,4.57142857143,5
1452,-73.8669586182,40.8422966003,98.1818181818,5
1456,-73.9393539429,40.8052787781,792.0,8
1478,-73.8983001709,40.8677177429,1.24312896406,5
1522,-73.8552856445,40.8224868774,210.0,5
1534,-73.9009857178,40.8628158569,1.17176470588,5
1606,-73.9387207031,40.8492393494,1050.0,3
1613,-73.7442932129,40.7161369324,282.0,8
1635,-73.8595428467,40.8218154907,0.957118353345,5
1801,-73.8942489624,40.8506507874,2.34146341463,5
1825,-73.9062957764,40.8534660339,1.39950372208,5
1845,-73.9060134888,40.8497085571,1.85106382979,5
1864,-73.8912506104,40.7465438843,396.0,8
1869,-73.8670730591,40.8777160645,2.35555555556,5
1875,-73.9497756958,40.827381134,750.0,8
1899,-73.9170761108,40.8398780823,1.22316602317,5
1909,-73.8754806519,40.839805603,2.73529411765,5
1915,-73.8766479492,40.8711853027,1.35384615385,5
1932,-73.8972549438,40.8673362732,1.04632152589,5
1933,-73.9256896973,40.827911377,1056.0,3
1954,-73.9136428833,40.8306770325,1.87557251908,5
2020,-73.9185180664,40.8390159607,0.933623503808,5
2040,-73.9044647217,40.8787651062,1.82278481013,5
2086,-73.8983383179,40.8606834412,1.13054187192,5
2094,-73.9088973999,40.8468132019,0.760563380282,5
2104,-73.8981781006,40.861530304,1.06363636364,5
2118,-73.8966064453,40.8334999084,1.23886639676,5
2145,-73.922706604,40.6710891724,960.0,3
2151,-73.9002456665,40.8441009521,1.26865671642,5
2199,-73.9210739136,40.8642501831,1.12328767123,5
2243,-73.8982315063,40.8213500977,249.6,8
2244,-73.8982162476,40.8213996887,4.85106382979,5
2278,-73.9259338379,40.8634605408,0.975903614458,5
2292,-73.9146118164,40.8228225708,1.88844621514,5
2301,-73.8744659424,40.8291168213,1.67821782178,5
2338,-73.8078308105,40.6986274719,236.842105263,8
2341,-73.8469924927,40.8573989868,2.09236569274,5
2350,-73.9158401489,40.8689346313,1.69685767098,5
2405,-73.9554901123,40.8044090271,633.6,8
2429,-73.8667678833,40.9196281433,1.98490566038,5
2498,-73.9298858643,40.8624992371,1.94950166113,5
2529,-73.8652267456,40.7706375122,250.4,8
2530,-73.9066543579,40.8734931946,3.57142857143,5
2537,-73.9143371582,40.8325004578,1.99339407745,5
2566,-73.9265594482,40.8657913208,1.5898089172,5
2572,-73.8555374146,40.8928260803,1.52577319588,5
2573,-73.9179611206,40.8347244263,1.54285714286,5
2587,-73.8624572754,40.9746932983,450.0,8
2714,-73.8670501709,40.8707695007,1.20491803279,5
2766,-73.7767333984,40.645488739,325.714285714,8
2821,-73.9270401001,40.8654937744,1.24,5
2834,-73.9069137573,40.812915802,1.18651685393,5
2848,-73.9251785278,40.866268158,1.14492753623,5
2864,-73.8923034668,40.8209686279,2.1,5
2896,-73.8545074463,40.8472518921,1.4180896027,5
2929,-73.8606948853,40.8334388733,1.50434782609,5
2933,-73.8366317749,40.84349823,1.42299349241,5
2953,-73.8786849976,40.8804321289,2.51392405063,5
2965,-73.9108047485,40.8546600342,1.12955465587,5
2988,-73.9259338379,40.8634109497,2.06480446927,5
3023,-73.9268493652,40.8656578064,4.22526737968,5
3025,-73.9222488403,40.8422012329,0.0,5
3030,-73.9268417358,40.8656654358,0.0,5
3057,-73.8879013062,40.864490509,0.0,5
3072,-73.9595031738,40.8140487671,561.517241379,8
3077,-73.9172973633,40.8348922729,1.37454545455,5
3088,-73.9457931519,40.8329315186,1420.0,3
3091,-73.8784255981,40.8863258362,160.0,5
3115,-73.9097442627,40.83228302,1.45606694561,5
3122,-73.8514480591,40.8414268494,0.718232044199,5
3125,-73.8995513916,40.8620834351,1.56063268893,5
3144,-73.8828277588,40.8662719727,60.0,5
3156,-73.8844985962,40.8833961487,22.3880597015,5
3159,-73.7899093628,40.6469459534,520.0,8
3181,-73.8531112671,40.8425483704,1.01298701299,5
3199,-73.8887252808,40.8442687988,1.23573200993,5
3208,-73.8798370361,40.8680992126,1.7063197026,5
3242,-73.8872909546,40.9391365051,9.94475138122,5
3306,-73.9393920898,40.8051376343,240.0,8
3316,-73.9254074097,40.8613204956,1.65405405405,5
3357,-73.8527526855,40.8400039673,0.818467995803,5
3377,-73.9043579102,40.8694534302,0.146456163923,5
3378,-73.8876495361,40.837638855,0.913043478261,5
3380,-73.9088287354,40.8302268982,0.602409638554,5
3391,-73.8687515259,40.8466453552,0.163421828909,5
3436,-73.8705368042,40.8332633972,1.92660550459,5
3439,-73.923286438,40.8593482971,1.96998123827,5
3442,-73.9261398315,40.8634529114,6.90909090909,5
3468,-73.9085617065,40.8525772095,1.38390092879,5
3529,-73.8846511841,40.8566856384,1.66901408451,5
3534,-73.8027648926,40.6640205383,3900.0,6
3583,-73.9247360229,40.8664588928,1.65714285714,5
3589,-73.9133300781,40.8198280334,0.00532144443739,5
3591,-73.9060211182,40.8628387451,1.36275146009,5
3595,-73.9066925049,40.8293457031,1.5,5
3598,-73.9251098633,40.8525543213,450.0,8
3610,-73.9226455688,40.862613678,0.965618141917,5
3614,-73.8940582275,40.8619728088,25.3846153846,5
3637,-73.860748291,40.8875236511,1.06982543641,5
3638,-73.9250183105,40.8688087463,1.53002159827,5
3639,-73.9181518555,40.841583252,0.894187779434,5
3648,-73.9129104614,40.823928833,78.2608695652,5
3650,-73.9285202026,40.8539161682,210.0,5
3661,-73.8995285034,40.8472862244,46.1538461538,5
3662,-73.9381713867,40.7966461182,243.692307692,8
3684,-73.8827514648,40.8496627808,2.25773195876,5
3688,-73.8727035522,40.8412208557,1.11139896373,5
3715,-73.8863677979,40.8274116516,1.19269776876,5
3764,-73.9219436646,40.8652114868,0.918518518519,5
3765,-73.9049758911,40.8176422119,1.47326732673,5
3778,-73.8788146973,40.9702415466,7.82608695652,5
3781,-73.8583602905,40.8395462036,0.846043165468,5
3793,-73.9244689941,40.8665885925,1.26778242678,5
3809,-73.8837280273,40.880241394,2.34586466165,5
3814,-73.8877182007,40.8721084595,0.847457627119,5
3815,-73.8997039795,40.8443450928,0.520231213873,5
3826,-73.8829803467,40.8688011169,0.950128534704,5
3828,-73.8619308472,40.8397445679,0.384,5
3844,-73.8913116455,40.8358535767,1.92727272727,5
3851,-73.9798965454,40.6685943604,260.0,8
3866,-73.8981246948,40.8615036011,7.05882352941,5
3877,-73.8568267822,40.8403129578,24.75,5
3913,-73.8275527954,40.8527488708,1.42599277978,5
3922,-73.8747253418,40.88123703,0.823798627002,5
3923,-73.8724594116,40.8413162231,1.56198347107,5
3927,-73.9127960205,40.8225288391,2.5,5
3972,-73.8421478271,40.8406333923,1.20547945205,5
3976,-73.911529541,40.8357162476,0.616016427105,5
3983,-73.8844985962,40.8309020996,0.904615384615,5
4004,-73.879776001,40.8757743835,1.08710801394,5
4005,-73.8510818481,40.8342781067,1.2621761658,5
4018,-73.9208602905,40.8634033203,1.19197324415,5
4039,-73.9091186523,40.8235816956,0.834757834758,5
4075,-73.8905029297,40.8325653076,0.764912280702,5
4094,-73.8779754639,40.8288803101,1.29831932773,5
4098,-73.9131469727,40.8608322144,1.74284424379,5
4103,-73.8932571411,40.8679008484,1.18116975749,5
4109,-73.8967132568,40.8222351074,1.05283018868,5
4141,-73.9056167603,40.8391723633,1.25096525097,5
